Requisition_ID,Job_Title,Status,Hiring_Manager,Business_Unit,Start_Date,End_Date,Work_Location,Bill_Rate,Positions,Job_Description,Extracted_At,Source_URL
IBMFG2JP00040793,IN Package Consultant - Oracle Logistics OTM,,,,,,,,,"Description:



ISA Captive

 

Threshold band:6B

No of Position: 1
RTH-Y

Note:

This position requires the candidate to work from the office starting from day one.
Ensure that you perform basic validation and gauge the interest level of the candidate before uploading their profile to our system.
Candidate Band will be count as per their relevant experience. We will not entertain lesser experience profile for higher band.

Mode of Interview: Face to Face (Mandatory).

Production Support: Resolve day-to-day functional and technical issues (break/fix) within defined SLAs, ensuring high service levels.

Configuration & Customization: Configure OTM modules (workflows, agents, business rules) and develop customizations (XML, XSL, SQL, BI Publisher).

Integration: Support integrations with other systems (ERP, WMS, carrier systems) using web services or Integration Manager.

Enhancements: Develop and implement new functionalities and process improvements for ongoing optimization.

Collaboration: Work with business analysts, project managers, and external IT partners to gather requirements and design solutions.

Testing & Documentation: Participate in testing (unit, UAT) and maintain technical documentation, design docs, and user guides.

Training & Knowledge Transfer: Educate users on OTM functionalities and best practices.[!--StartFragment--]location:Tier 1",2026-09-18T08:43:47.517984Z,https://ibmfg2.us.fieldglass.cloud.sap/job_posting_detail.do?id=z26091707212369058269008&buyerCode=DYNPRO&from=globalSearch
